CPF,Nome,Idade,Sexo,Email,Nota_ENEM,CRE_2o_Semestre,CRA_4o_Semestre,CRA_6o_Semestre,Abandonou,Semestre_Abandono
640.851.723-44,Luiz Miguel Fernandes,20,Masculino,luiz_miguel_fernandes_640@cepedi.com,745,5.799173744635769,8.566572995055186,8.899005804632267,Não,
437.201.685-90,Isaac Castro,21,Masculino,isaac_castro_437@cepedi.com,681,,,,Sim,2.0
853.704.961-10,Thales Araújo,26,Masculino,thales_araújo_853@cepedi.com,655,8.146683113518778,5.529158488898302,7.864623098618652,Sim,7.0
650.814.279-85,Maria Eduarda Rezende,27,Feminino,maria_eduarda_rezende_650@cepedi.com,699,7.091571219356793,5.418659156908761,7.509788545245524,Não,
406.257.381-44,Laís Fogaça,26,Feminino,laís_fogaça_406@cepedi.com,709,,,,Sim,2.0
504.612.379-70,Ana Sophia Castro,20,Feminino,ana_sophia_castro_504@cepedi.com,671,6.830194692222182,,,Sim,4.0
534.908.761-48,Juan Ribeiro,22,Masculino,juan_ribeiro_534@cepedi.com,699,5.83546842978857,6.375975557366605,7.835434902521065,Não,
325.187.460-80,Dr. Pedro Henrique Dias,21,Masculino,dr._pedro_henrique_dias_325@cepedi.com,747,8.153421370787415,8.561847638640243,5.006156804696539,Sim,8.0
409.258.371-05,Mariane Monteiro,25,Feminino,mariane_monteiro_409@cepedi.com,722,6.282769393361921,9.278207017300204,8.173201063877642,Sim,8.0
780.351.964-48,André Rocha,26,Masculino,andré_rocha_780@cepedi.com,658,5.185422638865375,5.1508571748575855,8.411961975387113,Não,
358.170.649-01,Clara Cardoso,21,Feminino,clara_cardoso_358@cepedi.com,641,9.690318566381391,,,Sim,3.0
476.025.138-35,Julia Moreira,24,Feminino,julia_moreira_476@cepedi.com,725,7.527527527345695,7.532052965984663,5.968007148292381,Não,
254.863.701-80,Fernando Moraes,26,Masculino,fernando_moraes_254@cepedi.com,671,8.68835987651344,5.480866998570502,9.201765336380847,Não,
673.902.541-06,Thiago Pereira,27,Masculino,thiago_pereira_673@cepedi.com,729,9.789406804354105,9.827045456586632,5.508956489867366,Não,
279.135.408-50,Alícia Farias,28,Feminino,alícia_farias_279@cepedi.com,744,6.944828241558956,9.52144168657303,7.8063591408346795,Não,
524.768.931-37,Lavínia Martins,22,Feminino,lavínia_martins_524@cepedi.com,759,8.509614089905412,8.034138287171263,7.364423839210553,Não,
389.241.567-64,Sophie Pereira,26,Feminino,sophie_pereira_389@cepedi.com,773,6.410808611753577,7.9894330868858034,7.605047506821159,Não,
607.392.154-34,Francisco Martins,24,Masculino,francisco_martins_607@cepedi.com,750,6.30633351311421,6.072898030622763,,Sim,6.0
743.029.865-65,Paulo Farias,19,Masculino,paulo_farias_743@cepedi.com,659,5.865255415273641,,,Sim,3.0
179.386.052-12,Eduarda Correia,26,Feminino,eduarda_correia_179@cepedi.com,733,7.9132748302844975,9.501843765286921,6.828590149357568,Não,
268.419.350-98,Vinicius Teixeira,20,Masculino,vinicius_teixeira_268@cepedi.com,720,8.81130440788316,7.3693403544994425,5.255280849223737,Não,
281.736.594-19,Enzo Gabriel da Conceição,18,Masculino,enzo_gabriel_da_conceição_281@cepedi.com,737,6.5959032740512615,7.944798456004191,7.552411123583609,Não,
403.587.692-56,Emanuel da Luz,21,Masculino,emanuel_da_luz_403@cepedi.com,766,5.801882547433327,6.75564706814133,6.802149844317894,Sim,8.0
054.187.962-67,Isaac Carvalho,22,Masculino,isaac_carvalho_054@cepedi.com,647,6.562363843889221,5.585279788719726,7.824929760647329,Não,
041.597.286-85,Luiz Felipe Carvalho,19,Masculino,luiz_felipe_carvalho_041@cepedi.com,757,5.247700088523319,7.0374753482608,6.234872492423992,Sim,7.0
417.236.809-31,Dr. Anthony Dias,23,Masculino,dr._anthony_dias_417@cepedi.com,648,8.253673261405272,8.528059842756893,7.901745041251351,Não,
062.375.149-61,Yasmin Duarte,24,Feminino,yasmin_duarte_062@cepedi.com,760,6.426999428290143,5.746843239213466,5.1698037355263375,Não,
071.423.986-04,Maitê Ramos,19,Feminino,maitê_ramos_071@cepedi.com,695,,,,Sim,1.0
079.628.341-96,Maria Cecília Barros,28,Feminino,maria_cecília_barros_079@cepedi.com,662,,,,Sim,2.0
305.186.942-24,Laura da Rocha,27,Feminino,laura_da_rocha_305@cepedi.com,657,6.578768221893217,8.239201017887979,8.415578302024894,Não,
083.167.492-03,Maria Julia Monteiro,26,Feminino,maria_julia_monteiro_083@cepedi.com,797,5.362048489627096,5.040655957041429,5.963431742851093,Não,
185.429.637-09,João Gonçalves,23,Masculino,joão_gonçalves_185@cepedi.com,743,5.075745560682362,7.216343730539197,8.93680808373775,Não,
598.027.463-47,Emanuella Rocha,27,Feminino,emanuella_rocha_598@cepedi.com,646,5.797612347887678,6.488568096740511,5.1415120792667635,Não,
150.369.482-89,Bernardo Viana,28,Masculino,bernardo_viana_150@cepedi.com,653,8.512650522281598,6.479113717970749,5.988224448222199,Não,
975.436.801-57,Ana Vitória Campos,19,Feminino,ana_vitória_campos_975@cepedi.com,748,5.48879029645361,9.997087745453296,6.66034465833695,Sim,7.0
430.861.975-01,Dr. Alexandre Costela,28,Masculino,dr._alexandre_costela_430@cepedi.com,768,7.649174813994899,8.802425689637719,9.961768328243057,Sim,8.0
173.260.948-96,Kamilly Pires,25,Feminino,kamilly_pires_173@cepedi.com,655,9.775305836276294,,,Sim,3.0
426.570.389-56,Gabrielly Dias,22,Feminino,gabrielly_dias_426@cepedi.com,720,6.388725811063039,7.440915529740234,,Sim,6.0
807.963.412-22,Vitor Dias,25,Masculino,vitor_dias_807@cepedi.com,764,9.492752883519948,,,Sim,4.0
457.932.018-23,Brenda Ferreira,25,Feminino,brenda_ferreira_457@cepedi.com,646,,,,Sim,2.0
964.137.205-06,Ana Luiza Moreira,27,Feminino,ana_luiza_moreira_964@cepedi.com,730,8.62961231732729,5.999685553222185,5.848496055011573,Não,
826.970.341-96,Dra. Ana Lívia Sales,28,Feminino,dra._ana_lívia_sales_826@cepedi.com,750,8.35151086132263,8.8350052523043,5.72749623616024,Não,
568.421.739-73,Esther das Neves,20,Feminino,esther_das_neves_568@cepedi.com,749,7.037471630043973,6.886457679348378,9.483349389852359,Não,
073.542.169-25,Vinicius Castro,21,Masculino,vinicius_castro_073@cepedi.com,773,9.247229535091577,8.803496142571085,9.586043582095732,Não,
568.247.391-46,Emanuella Moraes,20,Feminino,emanuella_moraes_568@cepedi.com,700,5.267322257420187,8.418919522953834,7.968305515084496,Não,
369.571.208-21,Eloah Alves,25,Feminino,eloah_alves_369@cepedi.com,780,9.50241531133425,5.505919660385642,6.149492772541275,Não,
436.582.109-15,Ana Lívia Moura,28,Feminino,ana_lívia_moura_436@cepedi.com,765,7.1306335613931155,8.848828927102453,7.134452468424147,Não,
726.803.514-44,Nathan Caldeira,28,Masculino,nathan_caldeira_726@cepedi.com,783,8.843841256609945,8.192972266790177,,Sim,5.0
398.406.257-56,Stephany Jesus,28,Feminino,stephany_jesus_398@cepedi.com,776,6.0954010146657165,9.754284768849036,,Sim,5.0
438.570.196-20,Marcelo Santos,22,Masculino,marcelo_santos_438@cepedi.com,758,9.69693078036497,5.595427944985024,,Sim,5.0
817.054.963-93,Srta. Julia Carvalho,19,Feminino,srta._julia_carvalho_817@cepedi.com,710,5.48058901481277,6.530703371510008,8.954488646390969,Sim,7.0
456.129.807-01,Leonardo Cunha,27,Masculino,leonardo_cunha_456@cepedi.com,721,7.659688009465258,6.228688439089568,8.447180536852144,Sim,7.0
860.245.139-33,Vitória das Neves,25,Feminino,vitória_das_neves_860@cepedi.com,727,6.625362908751273,9.732962927138768,8.008828528160786,Não,
195.678.034-39,Gabriel da Mata,26,Masculino,gabriel_da_mata_195@cepedi.com,769,8.763146023028964,8.198617760664506,7.7661940901836255,Não,
375.490.268-74,Diego Freitas,21,Masculino,diego_freitas_375@cepedi.com,682,5.7166587370002455,6.193546426143225,,Sim,5.0
091.273.645-34,Sr. Bruno da Cunha,27,Masculino,sr._bruno_da_cunha_091@cepedi.com,672,5.250530580123006,7.736352089815503,9.576152774258592,Não,
081.542.673-90,Benício Rocha,26,Masculino,benício_rocha_081@cepedi.com,658,7.754582810828732,,,Sim,3.0
741.620.958-76,Sra. Maria Eduarda da Costa,24,Feminino,sra._maria_eduarda_da_costa_741@cepedi.com,678,5.343308367532055,7.9880896077707195,,Sim,5.0
862.934.075-47,João Pedro da Rosa,19,Masculino,joão_pedro_da_rosa_862@cepedi.com,795,8.663027514168366,6.958963485277461,,Sim,6.0
086.915.342-06,Catarina Carvalho,27,Feminino,catarina_carvalho_086@cepedi.com,708,7.5726696282696215,6.975462016297733,8.878070312333405,Não,
763.025.481-44,Ana Carolina Cavalcanti,27,Feminino,ana_carolina_cavalcanti_763@cepedi.com,672,5.280541545132956,6.76445967310851,,Sim,6.0
083.524.971-97,Stephany Cunha,18,Feminino,stephany_cunha_083@cepedi.com,759,7.7417917649635015,,,Sim,4.0
486.159.370-01,Mariane Fernandes,20,Feminino,mariane_fernandes_486@cepedi.com,660,7.2874546928609645,9.234576744688614,9.32311226794549,Não,
359.061.482-05,João Felipe Pinto,19,Masculino,joão_felipe_pinto_359@cepedi.com,645,9.283300913525512,,,Sim,3.0
615.028.934-60,Kevin Rodrigues,26,Masculino,kevin_rodrigues_615@cepedi.com,680,6.07972264005673,9.131142755003145,5.229567282452489,Não,
401.825.367-26,Srta. Bianca Nogueira,19,Feminino,srta._bianca_nogueira_401@cepedi.com,654,8.112016250590246,7.067807616555163,8.165939047730191,Não,
078.941.532-14,Miguel Pires,27,Masculino,miguel_pires_078@cepedi.com,729,6.247361333106821,7.058350400230699,8.233972295849583,Não,
389.517.420-32,Ana Vitória da Cunha,22,Feminino,ana_vitória_da_cunha_389@cepedi.com,715,8.712195728688089,,,Sim,4.0
860.217.543-44,Cauê Dias,22,Masculino,cauê_dias_860@cepedi.com,643,8.594919936044626,,,Sim,4.0
369.841.570-48,Ana Carolina Nascimento,23,Feminino,ana_carolina_nascimento_369@cepedi.com,769,6.5489049042792065,9.010680993816798,8.982619327329886,Não,
752.893.416-09,Cauã Carvalho,24,Masculino,cauã_carvalho_752@cepedi.com,732,5.131628791786367,9.310043165083222,,Sim,5.0
152.396.480-42,Maria Vitória Costa,25,Feminino,maria_vitória_costa_152@cepedi.com,651,9.82792187870636,8.88892973005992,9.138310322086221,Não,
506.783.142-17,Sra. Eloah Ribeiro,18,Feminino,sra._eloah_ribeiro_506@cepedi.com,655,6.653531540160218,7.152100046429548,9.679748487622522,Não,
193.470.862-31,Yuri da Mota,19,Masculino,yuri_da_mota_193@cepedi.com,722,9.93741079780466,7.795375302031825,5.18899739786643,Não,
847.035.169-93,Rafael Moura,20,Masculino,rafael_moura_847@cepedi.com,709,6.483746993782293,5.767939442134756,,Sim,6.0
375.802.164-26,Ana Clara Dias,24,Feminino,ana_clara_dias_375@cepedi.com,686,6.890906701700202,8.291961775239521,8.125584133597407,Sim,8.0
375.428.610-26,Srta. Sofia Viana,21,Feminino,srta._sofia_viana_375@cepedi.com,760,7.1535273749699195,6.759467243089173,9.460465726208723,Não,
321.685.749-28,Paulo Martins,20,Masculino,paulo_martins_321@cepedi.com,744,9.785144730747469,7.457415631443105,5.265014388906155,Não,
345.691.720-16,Camila Rocha,21,Feminino,camila_rocha_345@cepedi.com,645,8.885382562947036,7.1265780565097625,,Sim,6.0
267.103.495-43,Sra. Giovanna Moraes,20,Feminino,sra._giovanna_moraes_267@cepedi.com,765,,,,Sim,2.0
804.765.193-57,Calebe Moreira,18,Masculino,calebe_moreira_804@cepedi.com,653,9.873506763400457,7.595328692297395,9.032531212507134,Não,
782.604.953-92,Rebeca Melo,25,Feminino,rebeca_melo_782@cepedi.com,642,7.849009607634796,,,Sim,4.0
261.895.403-33,Agatha da Conceição,20,Feminino,agatha_da_conceição_261@cepedi.com,669,8.526210544677653,8.276079972890662,8.259124481398123,Não,
041.638.257-62,Gabrielly Fernandes,18,Feminino,gabrielly_fernandes_041@cepedi.com,650,8.355559199633618,6.118594639185818,5.966143543893958,Não,
265.048.397-00,Danilo Novaes,28,Masculino,danilo_novaes_265@cepedi.com,751,7.765959007547741,8.536317449171722,8.19325327041209,Não,
284.765.301-53,Sra. Luiza Santos,24,Feminino,sra._luiza_santos_284@cepedi.com,752,8.830455591515836,5.291872613155561,7.850799828514829,Não,
671.904.238-69,Davi Ribeiro,28,Masculino,davi_ribeiro_671@cepedi.com,731,,,,Sim,1.0
120.986.534-33,Stella Melo,23,Feminino,stella_melo_120@cepedi.com,706,5.261794941537644,9.659286967093703,9.197988200868364,Não,
502.914.376-99,Srta. Laís Lopes,23,Feminino,srta._laís_lopes_502@cepedi.com,650,9.550159534858002,,,Sim,4.0
618.935.407-66,Pedro Henrique Moraes,26,Masculino,pedro_henrique_moraes_618@cepedi.com,704,6.650516968203004,6.121835548625003,6.606890452538558,Não,
876.912.534-19,Marcelo Jesus,25,Masculino,marcelo_jesus_876@cepedi.com,645,,,,Sim,1.0
685.402.317-35,Pedro Miguel Nogueira,22,Masculino,pedro_miguel_nogueira_685@cepedi.com,709,8.872051123288442,7.851829169726901,8.560463445288791,Não,
203.917.654-34,Pedro Henrique Oliveira,18,Masculino,pedro_henrique_oliveira_203@cepedi.com,738,7.065854619166099,7.375811647063305,7.154376805542889,Não,
305.798.241-79,Joaquim Jesus,25,Masculino,joaquim_jesus_305@cepedi.com,654,8.094892665355578,5.432624128163219,,Sim,6.0
156.924.807-94,André Peixoto,21,Masculino,andré_peixoto_156@cepedi.com,686,5.5826973113060285,8.421655881878078,5.3400574715473414,Não,
937.620.481-69,Leonardo Rodrigues,24,Masculino,leonardo_rodrigues_937@cepedi.com,682,8.499958577360529,9.925965206288625,9.275912064836017,Não,
642.381.709-03,Davi Luiz Barros,20,Masculino,davi_luiz_barros_642@cepedi.com,723,9.782245086465252,7.939080579295414,9.783965723911141,Não,
698.137.042-50,Rafaela Teixeira,18,Feminino,rafaela_teixeira_698@cepedi.com,648,9.85212170865649,6.435054690133829,,Sim,6.0
639.124.578-91,João Lucas Monteiro,25,Masculino,joão_lucas_monteiro_639@cepedi.com,736,5.160815735522127,8.510218360375204,,Sim,6.0
176.320.594-07,Ana Laura Pinto,26,Feminino,ana_laura_pinto_176@cepedi.com,760,8.92557282044465,5.956106994605863,9.161499154821495,Sim,7.0
703.896.154-39,Júlia da Luz,23,Feminino,júlia_da_luz_703@cepedi.com,760,5.758067800798164,5.17388881051672,7.29861936868104,Não,
548.276.319-64,João Pedro Aragão,19,Masculino,joão_pedro_aragão_548@cepedi.com,770,9.765992518272112,6.450541662726089,7.464620752314154,Não,
186.732.405-90,Calebe da Cruz,23,Masculino,calebe_da_cruz_186@cepedi.com,709,5.279220845660529,9.509069092878002,6.454560737252057,Não,
341.279.860-69,Erick Farias,25,Masculino,erick_farias_341@cepedi.com,789,,,,Sim,2.0
836.974.502-47,Marcos Vinicius da Mota,25,Masculino,marcos_vinicius_da_mota_836@cepedi.com,666,5.444535959687925,9.6387504988203,9.806296651616762,Sim,7.0
762.354.980-47,Srta. Maria Alice Ribeiro,28,Feminino,srta._maria_alice_ribeiro_762@cepedi.com,663,6.897146578081304,7.990179201557843,5.739900172073343,Não,
612.830.547-44,Alexandre Pires,18,Masculino,alexandre_pires_612@cepedi.com,737,7.539844582314748,8.884985267136766,6.307244444947754,Não,
456.970.138-84,Lívia Freitas,22,Feminino,lívia_freitas_456@cepedi.com,666,,,,Sim,2.0
013.582.764-71,Davi Novaes,22,Masculino,davi_novaes_013@cepedi.com,720,5.387917952534949,9.639629047522615,9.589920046866292,Não,
827.951.064-85,Vicente Almeida,23,Masculino,vicente_almeida_827@cepedi.com,789,5.230707028606353,6.96673116458882,8.566247549282844,Não,
758.206.139-02,Ana Júlia Barros,22,Feminino,ana_júlia_barros_758@cepedi.com,706,5.200650662427812,6.115249817764774,6.326045632639756,Não,
791.530.628-68,Lucca Nunes,18,Masculino,lucca_nunes_791@cepedi.com,646,8.977107718708375,,,Sim,4.0
761.458.209-85,Maria Vitória Oliveira,18,Feminino,maria_vitória_oliveira_761@cepedi.com,730,7.764814717933433,6.77035061596394,6.958476547835929,Não,
134.579.286-73,Lucas Gabriel Cardoso,26,Masculino,lucas_gabriel_cardoso_134@cepedi.com,758,6.395553729496662,9.590661781736358,9.245797471251707,Não,
698.715.402-30,Lucas da Paz,25,Masculino,lucas_da_paz_698@cepedi.com,676,7.306171247079514,5.516242828455318,8.158624473145935,Não,
283.471.596-37,Ana Lívia Farias,23,Feminino,ana_lívia_farias_283@cepedi.com,717,7.370104332889987,6.366411118030928,8.567155859702435,Não,
104.653.987-66,Ana Beatriz Silveira,23,Feminino,ana_beatriz_silveira_104@cepedi.com,746,7.036754324329726,6.393856313521017,8.199465957948684,Não,
230.891.746-69,Rebeca das Neves,21,Feminino,rebeca_das_neves_230@cepedi.com,698,9.922855859828546,7.508840806405486,,Sim,5.0
725.930.461-80,Isaac Dias,22,Masculino,isaac_dias_725@cepedi.com,731,,,,Sim,1.0
049.572.831-41,Anthony Monteiro,18,Masculino,anthony_monteiro_049@cepedi.com,687,8.403586526059541,7.435885415938296,5.770524245795471,Não,
150.283.697-12,Maria Vitória Araújo,24,Feminino,maria_vitória_araújo_150@cepedi.com,782,7.759634875804017,9.059315110367784,8.670112937288156,Sim,7.0
320.186.479-03,Juan Pereira,20,Masculino,juan_pereira_320@cepedi.com,700,9.908264524524819,,,Sim,4.0
427.861.530-26,Sophie Moreira,20,Feminino,sophie_moreira_427@cepedi.com,662,,,,Sim,1.0
681.345.709-84,Srta. Ana Sophia Santos,27,Feminino,srta._ana_sophia_santos_681@cepedi.com,679,,,,Sim,2.0
016.798.425-01,João Vitor Lima,23,Masculino,joão_vitor_lima_016@cepedi.com,794,5.780991707429054,9.932171299692278,9.269857228384206,Não,
127.594.380-23,Maitê Cardoso,27,Feminino,maitê_cardoso_127@cepedi.com,701,6.421072805399675,9.396768758321466,6.383819385038204,Não,
689.071.245-58,Thomas Araújo,20,Masculino,thomas_araújo_689@cepedi.com,696,5.567200332670982,8.594881884538314,7.976081980722281,Não,
480.135.967-10,Davi Lucca Ribeiro,18,Masculino,davi_lucca_ribeiro_480@cepedi.com,694,6.494385412989083,,,Sim,3.0
935.268.014-60,Daniel Nascimento,24,Masculino,daniel_nascimento_935@cepedi.com,769,9.09896562548143,5.437881527110674,8.787933339875385,Não,
354.890.712-14,Letícia Cardoso,20,Feminino,letícia_cardoso_354@cepedi.com,781,,,,Sim,1.0
532.810.674-17,Alana Correia,19,Feminino,alana_correia_532@cepedi.com,693,9.476971882058765,7.615649224825416,5.802607524555099,Não,
398.250.614-05,Lorenzo Jesus,20,Masculino,lorenzo_jesus_398@cepedi.com,688,7.696776172559181,9.56700482351534,6.396037650227401,Não,
263.819.740-87,Gabriela Lopes,18,Feminino,gabriela_lopes_263@cepedi.com,796,5.866423977665694,5.73322504100727,5.709068146829352,Não,
295.687.134-09,Lucas Fogaça,23,Masculino,lucas_fogaça_295@cepedi.com,799,,,,Sim,2.0
851.974.063-48,Dr. Leandro Ribeiro,25,Masculino,dr._leandro_ribeiro_851@cepedi.com,758,6.421733602287389,6.649897071740093,6.8203143284084025,Não,
398.175.246-55,Catarina Dias,24,Feminino,catarina_dias_398@cepedi.com,749,6.5590183914482285,,,Sim,4.0
527.803.419-04,Ana Viana,26,Feminino,ana_viana_527@cepedi.com,729,7.507226032651991,5.889916928596153,9.093090486653283,Não,
508.937.642-56,Henrique Sales,23,Masculino,henrique_sales_508@cepedi.com,758,8.026424590068203,5.401131366118742,9.734823921692456,Sim,8.0
187.063.245-17,Felipe da Mota,27,Masculino,felipe_da_mota_187@cepedi.com,665,6.042459501129235,,,Sim,3.0
952.734.608-83,Alícia Barros,27,Feminino,alícia_barros_952@cepedi.com,732,,,,Sim,1.0
718.594.603-48,Luiz Otávio Cardoso,20,Masculino,luiz_otávio_cardoso_718@cepedi.com,694,,,,Sim,1.0
649.051.837-66,Emanuella Costa,26,Feminino,emanuella_costa_649@cepedi.com,714,6.229074835380306,9.37518758080358,7.303910935065708,Não,
953.180.624-15,Yasmin da Paz,18,Feminino,yasmin_da_paz_953@cepedi.com,715,6.544815616225983,6.62546916171436,6.577557814024567,Não,
486.710.935-57,Yuri Ribeiro,28,Masculino,yuri_ribeiro_486@cepedi.com,676,,,,Sim,1.0
157.039.426-16,Sra. Ana Laura Almeida,21,Feminino,sra._ana_laura_almeida_157@cepedi.com,755,,,,Sim,1.0
817.936.452-64,Francisco Freitas,20,Masculino,francisco_freitas_817@cepedi.com,787,,,,Sim,1.0
370.194.658-20,Dra. Luna da Rocha,24,Feminino,dra._luna_da_rocha_370@cepedi.com,697,8.84916761589885,7.677212713203906,7.019135346682635,Sim,7.0
632.748.901-03,Dra. Stephany Nunes,27,Feminino,dra._stephany_nunes_632@cepedi.com,736,6.072883225391088,,,Sim,3.0
425.738.691-64,João Guilherme Aragão,25,Masculino,joão_guilherme_aragão_425@cepedi.com,698,9.408809801004745,5.591443997832066,7.6946361758342,Não,
978.062.154-76,Emanuel Porto,21,Masculino,emanuel_porto_978@cepedi.com,727,9.933512733559901,9.465861714055823,6.568068690691443,Sim,7.0
150.796.483-84,Srta. Lara Viana,23,Feminino,srta._lara_viana_150@cepedi.com,645,6.572069766512019,7.956386008460852,5.222391761534311,Não,
543.708.196-01,Sr. Benício da Rosa,19,Masculino,sr._benício_da_rosa_543@cepedi.com,650,7.696134943320814,,,Sim,3.0
806.297.153-86,Dra. Camila Alves,26,Feminino,dra._camila_alves_806@cepedi.com,730,,,,Sim,1.0
382.015.947-97,Ana Azevedo,18,Feminino,ana_azevedo_382@cepedi.com,759,,,,Sim,1.0
218.376.509-77,Dr. Murilo Barbosa,20,Masculino,dr._murilo_barbosa_218@cepedi.com,675,8.596835491811717,5.954117258898214,5.696218167341652,Não,
790.321.658-95,Isaac Gonçalves,22,Masculino,isaac_gonçalves_790@cepedi.com,731,5.538338003946751,5.874987539288842,,Sim,5.0
624.950.187-85,Emanuelly Melo,27,Feminino,emanuelly_melo_624@cepedi.com,712,7.956963240172318,9.762618821495467,,Sim,6.0
152.307.468-07,Clarice da Rosa,27,Feminino,clarice_da_rosa_152@cepedi.com,664,9.810716866355401,7.8072138984963,,Sim,6.0
438.601.952-98,Dra. Sophia Azevedo,28,Feminino,dra._sophia_azevedo_438@cepedi.com,663,6.054239080501011,7.792213016676021,9.52748646469113,Não,
453.827.690-10,Luiz Felipe Lima,21,Masculino,luiz_felipe_lima_453@cepedi.com,676,9.832094022339941,9.362688740851684,7.811523906758465,Não,
192.360.547-06,Sra. Maysa Viana,23,Feminino,sra._maysa_viana_192@cepedi.com,776,5.908625044471253,9.3354858312462,,Sim,6.0
591.468.723-37,Dr. Thales Fogaça,26,Masculino,dr._thales_fogaça_591@cepedi.com,705,8.292573414620808,8.65566506926955,,Sim,5.0
135.807.462-35,Sra. Melissa Pinto,19,Feminino,sra._melissa_pinto_135@cepedi.com,745,7.499662400855435,5.349843524364647,7.825289656975569,Sim,7.0
965.120.743-43,Olivia Viana,25,Feminino,olivia_viana_965@cepedi.com,726,5.852220038880941,5.963489546942629,9.14915148394287,Não,
784.695.301-00,Catarina da Cruz,23,Feminino,catarina_da_cruz_784@cepedi.com,757,9.078796625178839,5.029073335918868,8.361502287084605,Não,
504.617.293-34,Calebe Cardoso,21,Masculino,calebe_cardoso_504@cepedi.com,776,6.918396161004595,8.253116877145978,8.381705509507622,Não,
536.980.421-42,Dr. Lucas Gabriel Moura,28,Masculino,dr._lucas_gabriel_moura_536@cepedi.com,700,8.1417039612566,5.338169851865735,8.478589081089059,Não,
613.792.504-80,Ian Araújo,24,Masculino,ian_araújo_613@cepedi.com,707,9.76594855350024,6.787390947322335,7.297781589585968,Não,
839.160.745-39,Pedro Miguel Melo,23,Masculino,pedro_miguel_melo_839@cepedi.com,698,8.702819374471984,6.756882347428321,8.648897248166456,Não,
908.421.376-96,Elisa Novaes,27,Feminino,elisa_novaes_908@cepedi.com,707,9.772602554186735,7.641511147148076,5.211115210920986,Sim,7.0
760.849.251-11,Vitor Cardoso,19,Masculino,vitor_cardoso_760@cepedi.com,691,6.154303882973019,,,Sim,3.0
078.153.469-01,Heloísa Vieira,21,Feminino,heloísa_vieira_078@cepedi.com,713,8.745306495902184,8.49111714274865,,Sim,5.0
526.043.987-29,Caio da Mota,21,Masculino,caio_da_mota_526@cepedi.com,705,9.485033810939745,6.333016757131459,9.17228227596171,Não,
975.341.620-25,Calebe Cavalcanti,27,Masculino,calebe_cavalcanti_975@cepedi.com,640,9.989386507640234,8.508384711016948,7.211130886070162,Sim,8.0
987.546.312-46,Sra. Caroline Pinto,26,Feminino,sra._caroline_pinto_987@cepedi.com,684,6.947709372882692,9.417315508013854,6.024266208511214,Não,
864.950.723-92,Srta. Rebeca Teixeira,19,Feminino,srta._rebeca_teixeira_864@cepedi.com,674,,,,Sim,2.0
746.392.805-56,Emilly Santos,28,Feminino,emilly_santos_746@cepedi.com,660,6.5447806643782735,7.93855902570942,5.512328899572752,Não,
716.453.098-00,João Guilherme Peixoto,19,Masculino,joão_guilherme_peixoto_716@cepedi.com,763,,,,Sim,1.0
904.328.617-69,Beatriz Nunes,19,Feminino,beatriz_nunes_904@cepedi.com,771,9.716840458293538,6.156519741037257,8.283376156414867,Sim,8.0
675.284.309-00,Luna Rocha,25,Feminino,luna_rocha_675@cepedi.com,746,6.473949628738433,7.566599026513918,6.150014109206048,Não,
521.934.706-34,Evelyn Souza,23,Feminino,evelyn_souza_521@cepedi.com,690,5.123722560801342,5.256377280149422,6.418182437926724,Não,
712.458.360-80,Olivia Rodrigues,28,Feminino,olivia_rodrigues_712@cepedi.com,685,,,,Sim,1.0
208.951.746-85,Vitor Gabriel Rocha,28,Masculino,vitor_gabriel_rocha_208@cepedi.com,750,6.895422216672726,8.551613099054087,,Sim,6.0
896.015.247-11,Fernando Nogueira,19,Masculino,fernando_nogueira_896@cepedi.com,735,5.0326798990421775,9.066355238786667,8.965498434898647,Não,
159.063.247-80,Lavínia Martins,21,Feminino,lavínia_martins_159@cepedi.com,660,7.49893167228455,9.108584706958318,7.281688301891927,Não,
956.028.431-24,Joana Barbosa,26,Feminino,joana_barbosa_956@cepedi.com,739,,,,Sim,2.0
638.045.219-24,Sr. Fernando Duarte,19,Masculino,sr._fernando_duarte_638@cepedi.com,694,6.092073944100053,8.720989016027435,7.399865158806078,Não,
098.142.653-06,Rafael Gomes,24,Masculino,rafael_gomes_098@cepedi.com,670,6.094624413030704,5.776385165333572,8.611407788846368,Não,
124.973.085-60,Emanuelly da Mata,22,Feminino,emanuelly_da_mata_124@cepedi.com,662,6.0813789198375625,9.293756106724075,,Sim,6.0
452.061.839-89,Noah da Mata,19,Masculino,noah_da_mata_452@cepedi.com,735,9.703062695768683,9.327851495209021,6.256018908313736,Não,
576.419.320-61,Ana Sophia Cunha,23,Feminino,ana_sophia_cunha_576@cepedi.com,709,,,,Sim,2.0
741.092.865-49,João Felipe da Mata,26,Masculino,joão_felipe_da_mata_741@cepedi.com,720,6.205858148862693,9.082167867378626,7.920447866015689,Não,
764.809.325-10,Alícia Cardoso,20,Feminino,alícia_cardoso_764@cepedi.com,709,8.939267410240866,6.265814885581193,5.584503201105445,Não,
650.341.872-80,Luiz Fernando Souza,23,Masculino,luiz_fernando_souza_650@cepedi.com,648,6.529903782375381,8.311396232656572,6.093722899444787,Não,
567.984.031-66,Lucas Rocha,23,Masculino,lucas_rocha_567@cepedi.com,764,9.345718027760437,8.970162290456253,7.387609458933052,Não,
